,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
500,https://www.sgcarmart.com/used_cars/info.php?ID=1082396&DL=1429,Nissan,66888,11430,21-Jul-17,80000,2017,508,Auto,33939,19/4/2022,18583,13583,45201,1916,1197,1285,2,SUV
501,https://www.sgcarmart.com/used_cars/info.php?ID=1074345&DL=2315,BMW,229888,26450,15-Jul-19,23300,2019,1210,Auto,83422,19/4/2022,58085,76553,39400,2620,1998,1720,1,SUV
502,https://www.sgcarmart.com/used_cars/info.php?ID=1065781&DL=1000,Volvo,171000,16730,26-Jul-21,6300,2021,1176,Auto,69010,19/4/2022,28316,31643,62000,3381,1969,1695,2,SUV
503,https://www.sgcarmart.com/used_cars/info.php?ID=1089978&DL=2410,Mercedes-Benz,165800,21040,19-Jun-18,60000,2018,1202,Auto,77061,19/4/2022,55451,71812,37605,2220,1991,1605,1,Luxury Sedan
504,https://www.sgcarmart.com/used_cars/info.php?ID=1075283&DL=3486,Volkswagen,46900,11740,25-Nov-15,30000,2015,124,Auto,21156,19/4/2022,19158,9158,42200,1310,1395,1249,2,Hatchback
505,https://www.sgcarmart.com/used_cars/info.php?ID=1084503&DL=1009,Toyota,113800,16760,7-Dec-17,92494,2017,1210,Auto,56086,19/4/2022,33308,38632,48109,2042,1998,1695,1,SUV
506,https://www.sgcarmart.com/used_cars/info.php?ID=1090768&DL=3037,Subaru,94800,14190,21-May-18,52000,2017,1208,Auto,36281,19/4/2022,16719,16719,39000,2221,1995,1489,1,SUV
507,https://www.sgcarmart.com/used_cars/info.php?ID=1090530&DL=1311,Honda,63800,12590,28-Oct-16,90000,2016,682,Auto,32576,19/4/2022,22548,13568,50991,1648,1496,1190,2,SUV
508,https://www.sgcarmart.com/used_cars/info.php?ID=1087943&DL=1135,Honda,85800,9560,4-Jan-21,11000,2019,578,Auto,39095,19/4/2022,15751,5000,40556,3165,1317,1030,1,Hatchback
509,https://www.sgcarmart.com/used_cars/info.php?ID=1085630&DL=2296,BMW,114800,24730,19-Jun-15,65000,2014,1210,Auto,69984,19/4/2022,58803,72846,74501,1125,1997,1700,5,Sports Car
510,https://www.sgcarmart.com/used_cars/info.php?ID=1084430&DL=2650,Kia,59800,12470,6-Apr-16,86000,2016,1212,Auto,31889,19/4/2022,20498,20698,46502,1132,1999,1544,1,MPV
511,https://www.sgcarmart.com/used_cars/info.php?ID=1089069&DL=3647,Peugeot,44800,10450,4-Feb-16,88000,2015,508,Auto,24341,19/4/2022,20139,10195,46651,1370,1199,1150,2,Hatchback
512,https://www.sgcarmart.com/used_cars/info.php?ID=1090539&DL=3722,Honda,61800,9620,19-Sep-08,143200,2008,1369,Auto,21434,19/4/2022,17733,10775,33377,2310,1799,1350,3,MPV
513,https://www.sgcarmart.com/used_cars/info.php?ID=1079545&DL=3382,Chevrolet,21998,7670,3-Mar-10,89228,2010,965,Manual,9468,19/4/2022,11638,11638,16519,739,1598,1360,4,Mid-Sized Sedan
514,https://www.sgcarmart.com/used_cars/info.php?ID=1090031&DL=1228,Mercedes-Benz,96800,9670,7-Nov-12,156000,2012,740,Auto,,19/4/2022,30160,30160,,0,1595,1485,2,Luxury Sedan
515,https://www.sgcarmart.com/used_cars/info.php?ID=1090191&DL=3381,Audi,40800,14470,9-Jun-14,,2014,624,Auto,27010,19/4/2022,30412,19577,71335,760,1395,1310,1,Luxury Sedan
516,https://www.sgcarmart.com/used_cars/info.php?ID=1082073&DL=1068,Toyota,83800,9870,26-Dec-19,34000,2019,682,Auto,37099,19/4/2022,15741,15741,32889,2801,1496,1100,2,Mid-Sized Sedan
517,https://www.sgcarmart.com/used_cars/info.php?ID=1088759&DL=1386,Mercedes-Benz,139800,21370,25-Aug-17,46000,2017,1202,Auto,66853,19/4/2022,42013,50819,53711,1950,1991,1705,1,SUV
518,https://www.sgcarmart.com/used_cars/info.php?ID=1089840&DL=2349,Mercedes-Benz,97800,16440,4-May-17,,2016,740,Auto,49188,19/4/2022,30541,29758,53300,1829,1595,1395,2,Luxury Sedan
519,https://www.sgcarmart.com/used_cars/info.php?ID=1090365&DL=3318,Honda,37800,9860,16-Feb-06,,2005,1467,Auto,21616,19/4/2022,19697,21667,56436,1372,1799,1219,2,Mid-Sized Sedan
520,https://www.sgcarmart.com/used_cars/info.php?ID=1080892&DL=3471,Mazda,111800,12580,25-Mar-20,56000,2019,1210,Auto,41749,19/4/2022,22797,23916,30012,2590,1998,1515,1,Luxury Sedan
521,https://www.sgcarmart.com/used_cars/info.php?ID=1085773&DL=3049,Lexus,205800,21550,26-Jun-20,30000,2020,1210,Auto,70819,19/4/2022,47579,58611,32801,2986,1998,1755,1,SUV
522,https://www.sgcarmart.com/used_cars/info.php?ID=1087279&DL=3863,BMW,163800,16360,22-Dec-20,24350,2020,684,Auto,71653,19/4/2022,36814,43540,45510,3162,1499,1415,1,SUV
523,https://www.sgcarmart.com/used_cars/info.php?ID=1088599&DL=2725,Bentley,265388,159090,17-May-13,57000,2013,3940,Auto,113376,19/4/2022,188178,188178,91910,372,3993,2295,2,Sports Car
524,https://www.sgcarmart.com/used_cars/info.php?ID=1090239&DL=2049,Honda,61800,8290,12-Oct-09,98000,2009,767,Auto,21980,19/4/2022,14194,14194,29485,2706,1339,1010,4,Hatchback
525,https://www.sgcarmart.com/used_cars/info.php?ID=1090674&DL=4108,Mercedes-Benz,127800,39850,10-Oct-14,124000,2014,1202,Auto,52633,19/4/2022,47147,58006,71990,880,1991,1555,4,Sports Car
526,https://www.sgcarmart.com/used_cars/info.php?ID=1084195&DL=4153,Mercedes-Benz,137800,15770,22-Jan-20,56400,2019,740,Auto,50371,19/4/2022,27568,30596,35320,2827,1595,1435,1,Mid-Sized Sedan
527,https://www.sgcarmart.com/used_cars/info.php?ID=1076087&DL=2025,BMW,173888,15950,16-Sep-21,3500,2021,684,Auto,84859,19/4/2022,39508,47312,64700,3412,1499,1435,1,SUV
528,https://www.sgcarmart.com/used_cars/info.php?ID=1052733&DL=3350,Bentley,485988,65030,18-Nov-16,66000,2016,7000,Auto,288277,19/4/2022,224157,375483,55501,1649,5950,2440,1,SUV
529,https://www.sgcarmart.com/used_cars/info.php?ID=1090498&DL=3160,Mercedes-Benz,64888,15630,2-Nov-15,,2015,740,Auto,32738,19/4/2022,22896,19055,57498,1278,1595,1395,2,Hatchback
530,https://www.sgcarmart.com/used_cars/info.php?ID=1090492&DL=3712,Mercedes-Benz,72800,33300,13-Jun-13,113800,2013,974,Auto,45622,19/4/2022,56646,68963,67010,399,1796,1470,2,Sports Car
531,https://www.sgcarmart.com/used_cars/info.php?ID=1075706&DL=4071,Volkswagen,38800,,3-Jan-11,120000,2010,744,Auto,,19/4/2022,24809,24809,18238,1306,1390,1285,4,Sports Car
532,https://www.sgcarmart.com/used_cars/info.php?ID=1078357&DL=1090,Mitsubishi,104800,13360,4-Apr-19,26000,2018,684,Auto,41685,19/4/2022,22534,23548,34509,2225,1499,1490,2,SUV
533,https://www.sgcarmart.com/used_cars/info.php?ID=1090284&DL=1073,Mazda,86800,11710,14-Dec-18,90000,2018,682,Auto,28932,19/4/2022,17656,17656,23568,2404,1496,1331,1,Mid-Sized Sedan
534,https://www.sgcarmart.com/used_cars/info.php?ID=1054532&DL=2804,Mercedes-Benz,48800,24200,6-Nov-13,108400,2013,740,Auto,24308,19/4/2022,28969,22557,76889,552,1595,1430,3,Luxury Sedan
535,https://www.sgcarmart.com/used_cars/info.php?ID=1083753&DL=2953,Mitsubishi,59800,8900,25-Sep-18,47000,2018,506,Auto,24351,19/4/2022,13512,5000,31997,2345,1193,940,1,Mid-Sized Sedan
536,https://www.sgcarmart.com/used_cars/info.php?ID=1084599&DL=2493,Mercedes-Benz,85800,10790,30-Mar-10,145000,2009,1169,Auto,28148,19/4/2022,55076,55076,35416,2585,1796,1650,3,Luxury Sedan
537,https://www.sgcarmart.com/used_cars/info.php?ID=1089594&DL=1428,Mercedes-Benz,153800,16940,4-Apr-20,13500,2019,586,Auto,58490,19/4/2022,32681,37754,37900,2590,1332,1375,1,Hatchback
538,https://www.sgcarmart.com/used_cars/info.php?ID=1087085&DL=1400,BMW,182800,19880,19-Jul-19,49000,2018,1210,Auto,86445,19/4/2022,58432,77178,39889,2624,1998,1605,1,Luxury Sedan
539,https://www.sgcarmart.com/used_cars/info.php?ID=1090902&DL=3859,Volkswagen,49800,11830,26-Feb-16,81000,2015,508,Auto,22712,19/4/2022,18234,8234,45002,1101,1197,1229,3,Hatchback
540,https://www.sgcarmart.com/used_cars/info.php?ID=1072545&DL=3648,Mercedes-Benz,78777,8960,8-Mar-11,,2010,890,Auto,33529,19/4/2022,31893,31893,38137,3192,1597,1500,4,Luxury Sedan
541,https://www.sgcarmart.com/used_cars/info.php?ID=1086909&DL=3626,BMW,54800,15680,31-Dec-14,95000,2014,684,Auto,34856,19/4/2022,30554,24776,74000,971,1499,1360,2,Hatchback
542,https://www.sgcarmart.com/used_cars/info.php?ID=1076133&DL=4037,Porsche,418000,40280,25-Jan-21,5000,2020,2262,Auto,136839,19/4/2022,87246,129043,51900,3195,2894,1985,2,SUV
543,https://www.sgcarmart.com/used_cars/info.php?ID=1089234&DL=3911,Honda,57800,12820,30-May-16,,2016,682,Auto,26389,19/4/2022,20054,10076,47020,1490,1496,1190,1,SUV
544,https://www.sgcarmart.com/used_cars/info.php?ID=1048228&DL=1000,BMW,170888,23520,8-Feb-18,39800,2017,1210,Auto,77553,19/4/2022,53545,68381,47390,2104,1998,1735,3,Sports Car
545,https://www.sgcarmart.com/used_cars/info.php?ID=1084456&DL=3137,Toyota,78800,7870,8-May-12,,2012,742,Auto,,19/4/2022,15101,15101,,0,1598,1195,3,Mid-Sized Sedan
546,https://www.sgcarmart.com/used_cars/info.php?ID=1082607&DL=1344,Toyota,20800,10970,11-Mar-09,,2008,1361,Auto,6251,19/4/2022,18803,14641,16509,365,1794,1310,5,MPV
547,https://www.sgcarmart.com/used_cars/info.php?ID=1083444&DL=1000,BMW,138000,33450,9-Mar-15,97000,2014,2362,Auto,69350,19/4/2022,61460,82628,70500,737,2979,1750,4,Sports Car
548,https://www.sgcarmart.com/used_cars/info.php?ID=1090933&DL=2080,Hyundai,63800,10210,18-Dec-17,,2017,738,Auto,35617,19/4/2022,11900,11900,47112,2043,1591,1345,1,Mid-Sized Sedan
549,https://www.sgcarmart.com/used_cars/info.php?ID=1090735&DL=1000,Porsche,210000,41010,7-Jun-07,89684,2007,4977,Auto,26864,19/4/2022,144666,159133,52491,1857,3596,1625,,Sports Car
550,https://www.sgcarmart.com/used_cars/info.php?ID=1090090&DL=3368,BMW,43555,22280,30-Mar-13,,2012,1210,Auto,29458,19/4/2022,41418,44986,73900,30,1997,1610,2,Luxury Sedan
551,https://www.sgcarmart.com/used_cars/info.php?ID=1088568&DL=2264,Honda,21666,9130,2-Sep-09,,2008,767,Auto,6950,19/4/2022,15500,15500,14664,852,1339,1070,2,Hatchback
552,https://www.sgcarmart.com/used_cars/info.php?ID=1069113&DL=2473,Ford,51800,9700,17-Nov-16,116700,2016,392,Auto,34415,19/4/2022,19698,14698,52668,1648,999,1345,1,Stationwagon
553,https://www.sgcarmart.com/used_cars/info.php?ID=1084740&DL=2725,Mazda,72588,12750,2-Jun-17,71000,2017,682,Auto,34712,19/4/2022,19543,14543,46489,1858,1496,1331,1,Mid-Sized Sedan
554,https://www.sgcarmart.com/used_cars/info.php?ID=968664&DL=2493,BMW,121800,16660,8-Aug-09,,2008,5132,Auto,29181,19/4/2022,113280,113280,39936,2654,3999,1830,4,Sports Car
555,https://www.sgcarmart.com/used_cars/info.php?ID=1090861&DL=3028,Honda,41800,13820,9-Jan-15,,2014,682,Auto,22889,19/4/2022,18158,8158,66010,970,1496,1190,1,SUV
556,https://www.sgcarmart.com/used_cars/info.php?ID=1087836&DL=1194,Hyundai,72000,10170,3-Oct-18,73798,2018,738,Auto,31192,19/4/2022,12477,12477,33798,2343,1591,1345,1,Mid-Sized Sedan
557,https://www.sgcarmart.com/used_cars/info.php?ID=1090051&DL=2277,Nissan,64800,9660,27-Sep-18,47660,2018,508,Auto,23216,19/4/2022,13305,5000,30209,2347,1198,1048,1,Hatchback
558,https://www.sgcarmart.com/used_cars/info.php?ID=1090014&DL=1163,Toyota,56800,8880,8-Sep-08,136000,2008,1361,Auto,21334,19/4/2022,17372,17372,33377,2319,1794,1300,2,MPV
559,https://www.sgcarmart.com/used_cars/info.php?ID=1077469&DL=3587,BMW,115888,18920,10-Aug-17,78734,2017,684,Auto,49523,19/4/2022,31267,30774,49802,1916,1499,1430,2,SUV
560,https://www.sgcarmart.com/used_cars/info.php?ID=1072567&DL=3723,Maserati,353800,35660,25-Jul-20,39800,2019,2362,Auto,117927,19/4/2022,80927,117669,35889,3015,2979,2109,2,SUV
561,https://www.sgcarmart.com/used_cars/info.php?ID=1077443&DL=3757,Volkswagen,36800,15460,4-Sep-09,140000,2009,1552,Auto,9023,19/4/2022,31592,31592,18971,855,1984,1339,2,Sports Car
562,https://www.sgcarmart.com/used_cars/info.php?ID=1090458&DL=2315,Mitsubishi,9888,8850,11-Jun-08,140504,2008,1028,Auto,4259,19/4/2022,12697,12697,19096,397,1584,1162,1,Mid-Sized Sedan
563,https://www.sgcarmart.com/used_cars/info.php?ID=1085014&DL=2097,Toyota,113888,11020,8-Oct-21,,2020,682,Auto,58743,19/4/2022,18953,18953,47001,3443,1496,1350,1,MPV
564,https://www.sgcarmart.com/used_cars/info.php?ID=1079004&DL=2296,Subaru,38800,13900,21-Aug-14,78000,2014,744,Auto,22589,19/4/2022,17458,12458,64600,851,1600,1480,2,SUV
565,https://www.sgcarmart.com/used_cars/info.php?ID=1089570&DL=2870,Mazda,176988,18550,27-Oct-20,25000,2020,1786,Auto,60870,19/4/2022,32506,37509,41001,3107,2488,1793,1,SUV
566,https://www.sgcarmart.com/used_cars/info.php?ID=1090084&DL=2199,Honda,90800,12110,23-Apr-19,39886,2018,682,Auto,29207,19/4/2022,21196,11675,29159,2558,1496,1190,1,SUV
567,https://www.sgcarmart.com/used_cars/info.php?ID=1090448&DL=3301,Honda,17900,9160,11-Apr-09,160015,2008,1271,Auto,6441,19/4/2022,24076,24076,16509,397,1799,1370,3,MPV
568,https://www.sgcarmart.com/used_cars/info.php?ID=1069936&DL=2408,Volkswagen,58888,9280,22-Aug-08,,2008,1672,Auto,22203,19/4/2022,29078,29078,34991,2312,1984,1437,,Sports Car
569,https://www.sgcarmart.com/used_cars/info.php?ID=1090673&DL=1094,Toyota,111900,11730,12-Oct-12,88000,2012,1638,Auto,57797,19/4/2022,38938,38938,60586,3467,2362,1770,1,MPV
570,https://www.sgcarmart.com/used_cars/info.php?ID=1088356&DL=4145,Peugeot,139800,14390,19-Nov-20,16000,2019,742,Auto,54625,19/4/2022,28806,32329,38110,3100,1598,1430,1,SUV
571,https://www.sgcarmart.com/used_cars/info.php?ID=1055689&DL=3811,Toyota,73500,7340,3-Apr-12,98532,2012,742,Auto,,19/4/2022,15045,15045,,0,1598,1195,2,Mid-Sized Sedan
572,https://www.sgcarmart.com/used_cars/info.php?ID=1072114&DL=2349,Toyota,94800,10140,22-Oct-20,27000,2020,682,Auto,44514,19/4/2022,24985,16979,37334,3102,1496,1320,1,MPV
573,https://www.sgcarmart.com/used_cars/info.php?ID=1089018&DL=3133,BMW,90800,18310,1-Aug-16,102000,2016,684,Auto,41245,19/4/2022,26848,24588,56089,1552,1499,1360,2,Sports Car
574,https://www.sgcarmart.com/used_cars/info.php?ID=1074270&DL=2440,Mercedes-Benz,70800,21660,29-Oct-14,90000,2014,740,Auto,37622,19/4/2022,35672,31941,72990,919,1595,1425,2,Luxury Sedan
575,https://www.sgcarmart.com/used_cars/info.php?ID=1080338&DL=3527,Toyota,41888,8670,15-Feb-07,182200,2006,2457,Auto,25140,19/4/2022,24073,26481,52077,1736,2362,1500,4,Luxury Sedan
576,https://www.sgcarmart.com/used_cars/info.php?ID=1085800&DL=2080,Volkswagen,64800,11910,24-May-17,46000,2016,508,Auto,32191,19/4/2022,18197,8197,51106,1859,1197,1229,2,Hatchback
577,https://www.sgcarmart.com/used_cars/info.php?ID=1081633&DL=3863,Mitsubishi,92800,13030,29-Aug-18,63760,2018,1210,Auto,36623,19/4/2022,19655,19655,34381,2319,1998,1480,2,SUV
578,https://www.sgcarmart.com/used_cars/info.php?ID=1074970&DL=4156,Porsche,173888,17460,24-May-12,99000,2012,3322,Auto,83098,19/4/2022,81202,81202,83464,3317,3598,2105,2,SUV
579,https://www.sgcarmart.com/used_cars/info.php?ID=1049280&DL=1068,Suzuki,47800,7150,22-Dec-08,,2008,1030,Auto,18416,19/4/2022,16090,6811,27571,2432,1586,1220,4,Hatchback
580,https://www.sgcarmart.com/used_cars/info.php?ID=1084322&DL=1000,Audi,88000,9830,13-Jun-11,165000,2011,1074,Auto,42709,19/4/2022,30669,30669,47701,2952,1798,1335,2,Hatchback
581,https://www.sgcarmart.com/used_cars/info.php?ID=1071086&DL=1000,BMW,,,26-Aug-14,42816,2014,742,Auto,32172,19/4/2022,30707,24990,72990,856,1598,1405,2,Luxury Sedan
582,https://www.sgcarmart.com/used_cars/info.php?ID=1088482&DL=3426,Mercedes-Benz,89800,8970,28-May-12,111000,2012,742,Auto,,19/4/2022,30328,30328,,0,1597,1500,2,Luxury Sedan
583,https://www.sgcarmart.com/used_cars/info.php?ID=1036382&DL=2010,Toyota,198988,19080,29-Sep-21,652,2021,,Auto,92536,19/4/2022,,43083,68310,3444,2487,,1,SUV
584,https://www.sgcarmart.com/used_cars/info.php?ID=1090374&DL=3048,Honda,48800,9270,23-Jul-07,,2007,1110,Auto,25355,19/4/2022,17694,19464,48200,1918,1595,1220,3,Mid-Sized Sedan
585,https://www.sgcarmart.com/used_cars/info.php?ID=1070130&DL=1327,Kia,9800,8770,10-Jun-08,,2008,1033,Manual,4259,19/4/2022,9518,9518,19096,397,1591,1268,3,Mid-Sized Sedan
586,https://www.sgcarmart.com/used_cars/info.php?ID=1068219&DL=2726,Porsche,79800,22130,25-Nov-05,111000,2005,3027,Auto,21803,19/4/2022,63881,70270,60519,1310,2687,1355,3,Sports Car
587,https://www.sgcarmart.com/used_cars/info.php?ID=1090599&DL=3759,Hyundai,77800,10270,26-Feb-19,63000,2019,738,Auto,28591,19/4/2022,14623,14623,25689,2196,1591,1345,2,Mid-Sized Sedan
588,https://www.sgcarmart.com/used_cars/info.php?ID=1088534&DL=1009,Toyota,71888,11960,20-Jun-17,67977,2016,742,Auto,38365,19/4/2022,19995,19995,45201,1885,1598,1215,1,Mid-Sized Sedan
589,https://www.sgcarmart.com/used_cars/info.php?ID=1090261&DL=1242,BMW,103800,10370,17-May-13,103000,2013,742,Auto,,19/4/2022,33029,28241,,0,1598,1405,1,Luxury Sedan
590,https://www.sgcarmart.com/used_cars/info.php?ID=1089468&DL=1120,Honda,11800,11420,11-Jun-08,142300,2008,1694,Auto,4211,19/4/2022,26549,26549,20441,366,1997,1540,3,SUV
591,https://www.sgcarmart.com/used_cars/info.php?ID=1090168&DL=3142,Mitsubishi,62800,9030,20-May-09,,2009,889,Auto,17749,19/4/2022,17926,17926,25525,2222,1499,1313,3,Mid-Sized Sedan
592,https://www.sgcarmart.com/used_cars/info.php?ID=1090677&DL=3846,Subaru,60666,16890,15-May-15,120000,2014,1210,Auto,35208,19/4/2022,17500,17500,77600,1100,1998,1635,2,SUV
593,https://www.sgcarmart.com/used_cars/info.php?ID=1075448&DL=3898,Volkswagen,68800,8920,3-Mar-10,,2009,806,Auto,24643,19/4/2022,21184,21184,31976,2797,1390,1285,,Sports Car
594,https://www.sgcarmart.com/used_cars/info.php?ID=1085491&DL=4156,Toyota,103800,15280,14-Dec-17,53000,2016,1196,Auto,56359,19/4/2022,30463,34649,53711,2039,1986,1610,2,SUV
595,https://www.sgcarmart.com/used_cars/info.php?ID=1090218&DL=1001,Nissan,63800,12860,5-May-16,125608,2016,1210,Auto,35709,19/4/2022,22509,23513,47604,1465,1997,1626,1,SUV
596,https://www.sgcarmart.com/used_cars/info.php?ID=1084184&DL=3647,BMW,408800,,16-Jul-21,8800,2018,4568,Auto,,19/4/2022,43495,52893,58001,3351,4395,1940,1,Sports Car
597,https://www.sgcarmart.com/used_cars/info.php?ID=1088908&DL=2870,Mercedes-Benz,88988,15500,19-May-17,79000,2016,740,Auto,40393,19/4/2022,23830,20362,49430,1834,1595,1395,1,Hatchback
598,https://www.sgcarmart.com/used_cars/info.php?ID=1070516&DL=4111,Honda,76800,14200,11-Nov-16,98370,2016,684,Auto,42504,19/4/2022,26342,23879,56500,1642,1498,1324,2,Mid-Sized Sedan
599,https://www.sgcarmart.com/used_cars/info.php?ID=1087106&DL=2854,Citroen,62800,8310,27-Sep-18,,2018,508,Auto,31930,19/4/2022,18517,18517,28000,2347,1199,1050,1,SUV
600,https://www.sgcarmart.com/used_cars/info.php?ID=1076445&DL=2296,BMW,465800,42960,30-Sep-20,8500,2018,4568,Auto,188494,19/4/2022,129518,205133,40989,3070,4395,1890,1,Sports Car
601,https://www.sgcarmart.com/used_cars/info.php?ID=1090621&DL=1340,Audi,82800,14070,8-Aug-17,56820,2017,392,Auto,34895,19/4/2022,24469,16257,42801,1924,999,1280,1,Luxury Sedan
602,https://www.sgcarmart.com/used_cars/info.php?ID=1084651&DL=1194,Toyota,73800,10030,25-Aug-09,,2009,2129,Auto,29367,19/4/2022,31928,31928,39936,2680,2362,1710,5,MPV
603,https://www.sgcarmart.com/used_cars/info.php?ID=1088875&DL=1428,BMW,161800,14910,30-Sep-21,4000,2021,684,Auto,95666,19/4/2022,35415,41581,70002,3435,1499,1375,1,Luxury Sedan
604,https://www.sgcarmart.com/used_cars/info.php?ID=1061332&DL=2626,BMW,177800,15810,30-Dec-21,38,2021,684,Auto,99464,19/4/2022,40515,48721,83889,3525,1499,1435,1,SUV
605,https://www.sgcarmart.com/used_cars/info.php?ID=1069519&DL=3175,Jaguar,220888,22400,28-Dec-20,14000,2020,1210,Auto,81926,19/4/2022,42930,52102,49500,3168,1997,1832,1,SUV
606,https://www.sgcarmart.com/used_cars/info.php?ID=1084916&DL=3898,Honda,64800,8670,8-Oct-09,,2009,2116,Auto,28029,19/4/2022,34519,34519,37502,2713,2354,1510,2,Luxury Sedan
607,https://www.sgcarmart.com/used_cars/info.php?ID=1090780&DL=3089,Volkswagen,130800,13070,28-Sep-12,130000,2011,1194,Auto,,19/4/2022,39715,39715,,0,1984,1466,4,Sports Car
608,https://www.sgcarmart.com/used_cars/info.php?ID=1086210&DL=1194,Honda,69800,10980,6-Apr-18,65252,2017,682,Auto,29067,19/4/2022,18522,8522,38000,1862,1496,1190,1,Stationwagon
609,https://www.sgcarmart.com/used_cars/info.php?ID=1087411&DL=2341,Mercedes-Benz,97800,18420,8-Aug-16,113000,2016,740,Auto,42468,19/4/2022,35663,36929,38610,1559,1595,1425,1,Luxury Sedan
610,https://www.sgcarmart.com/used_cars/info.php?ID=1064277&DL=1047,Mitsubishi,45800,10490,28-Jan-16,125800,2015,738,Auto,29623,19/4/2022,12268,12268,57301,1373,1590,1289,1,Mid-Sized Sedan
611,https://www.sgcarmart.com/used_cars/info.php?ID=1090126&DL=2199,Mazda,142800,14700,15-Mar-21,9998,2021,1210,Auto,59352,19/4/2022,22549,23569,46790,2923,1998,1576,1,SUV
612,https://www.sgcarmart.com/used_cars/info.php?ID=1086003&DL=2428,Honda,114500,11490,28-Apr-21,7800,2020,682,Auto,57309,19/4/2022,21090,21526,45600,3293,1496,1191,1,SUV
613,https://www.sgcarmart.com/used_cars/info.php?ID=1054880&DL=3849,Mercedes-Benz,105800,10570,28-Feb-13,101000,2012,740,Auto,,19/4/2022,34024,29024,,0,1595,1505,2,Sports Car
614,https://www.sgcarmart.com/used_cars/info.php?ID=1086596&DL=2175,Skoda,114800,14730,31-Jan-19,45800,2018,684,Auto,44023,19/4/2022,26821,29550,32200,2461,1498,1393,1,SUV
615,https://www.sgcarmart.com/used_cars/info.php?ID=1090430&DL=1032,Lexus,98800,17050,14-Oct-16,91270,2016,1210,Auto,54944,19/4/2022,37509,44513,53001,1614,1998,1620,1,Luxury Sedan
616,https://www.sgcarmart.com/used_cars/info.php?ID=1081434&DL=2440,Hyundai,79800,9730,29-Oct-19,29000,2019,738,Auto,33612,19/4/2022,12923,12923,31759,2744,1591,1345,1,Mid-Sized Sedan
617,https://www.sgcarmart.com/used_cars/info.php?ID=1070636&DL=2456,BMW,65500,10950,11-Apr-08,93000,2008,2514,Auto,24450,19/4/2022,64013,64013,40881,1857,2497,1525,1,Sports Car
618,https://www.sgcarmart.com/used_cars/info.php?ID=1071538&DL=1027,Volkswagen,54000,16440,20-Jun-14,95000,2013,620,Auto,38228,19/4/2022,35418,36586,75010,790,1390,1503,3,Sports Car
619,https://www.sgcarmart.com/used_cars/info.php?ID=1090490&DL=3422,BMW,119800,23300,20-May-16,,2016,1210,Auto,54393,19/4/2022,40799,49119,49000,1490,1997,1615,3,Luxury Sedan
620,https://www.sgcarmart.com/used_cars/info.php?ID=1070062&DL=3350,MINI,175988,22140,31-Jan-19,30000,2018,1210,Auto,59701,19/4/2022,42333,51267,31302,2461,1998,1360,1,Sports Car
621,https://www.sgcarmart.com/used_cars/info.php?ID=1086659&DL=3875,Audi,121800,12780,27-Oct-20,21000,2020,392,Auto,50994,19/4/2022,23964,25550,37334,3107,999,1200,2,Hatchback
622,https://www.sgcarmart.com/used_cars/info.php?ID=1090291&DL=2792,Lexus,156666,16890,26-Mar-20,35618,2019,1198,Auto,57701,19/4/2022,37981,45174,30012,2591,1987,1485,1,SUV
623,https://www.sgcarmart.com/used_cars/info.php?ID=1069572&DL=3464,Lotus,112800,18610,9-May-08,,2008,1361,Manual,23450,19/4/2022,48811,48811,38712,2199,1794,860,,Sports Car
624,https://www.sgcarmart.com/used_cars/info.php?ID=1076760&DL=2356,Toyota,143800,15220,3-Aug-20,,2019,1210,Auto,55376,19/4/2022,30808,35132,35001,3014,1998,1695,2,SUV
625,https://www.sgcarmart.com/used_cars/info.php?ID=1090030&DL=2253,Toyota,6800,10980,26-Dec-07,100000,2007,1026,Auto,2589,19/4/2022,12074,13282,20997,211,1497,1095,4,Mid-Sized Sedan
626,https://www.sgcarmart.com/used_cars/info.php?ID=1086506&DL=3759,Mercedes-Benz,196800,19710,15-Mar-21,17000,2020,586,Auto,69226,19/4/2022,36016,42423,42000,2923,1332,1550,1,SUV
627,https://www.sgcarmart.com/used_cars/info.php?ID=1079202&DL=2793,Mazda,64880,12170,21-Jul-16,62800,2016,1210,Auto,42492,19/4/2022,24352,26093,57390,1551,1998,1277,2,SUV
628,https://www.sgcarmart.com/used_cars/info.php?ID=1090463&DL=3829,Mazda,58888,11070,29-Dec-16,,2016,682,Auto,33808,19/4/2022,18744,13744,51507,1709,1496,1331,3,Mid-Sized Sedan
629,https://www.sgcarmart.com/used_cars/info.php?ID=1069075&DL=2792,Honda,107777,11760,29-Jul-20,15985,2020,742,Auto,43290,19/4/2022,20512,20717,33520,3019,1597,1237,1,Mid-Sized Sedan
630,https://www.sgcarmart.com/used_cars/info.php?ID=1072327&DL=1094,BMW,159800,25840,5-Oct-16,69141,2016,2362,Auto,86750,19/4/2022,64870,88766,55201,1615,2979,2030,2,SUV
